companyid	company_name	cusip	MSCIsec	sedol
C8SLWV-S-US	Bridgepoint Education Inc.	10807M10	Consumer Discretionary	B3VVNF
CL0CSX-S-US	Popular Inc.	73317470	Financials	B86QM9
MBQ9CR-S-US	BPZ Resources Inc.	5563910	Energy	215545
W3B9CV-S-US	Broadridge Financial Solut	11133T10	Information Technology	B1VP7R
LVRYNX-S-US	Brady Corp.	10467410	Industrials	211772
GGPQK6-S-US	Brocade Communications Sys	11162130	Information Technology	242217
DR9KSW-S-US	Broadcom Corp.	11132010	Information Technology	223582
NXHS05-S-US	BRE Properties Inc.	5.56E+13	Financials	207542
VPY0G6-S-US	Craft Brew Alliance Inc.	22412210	Consumer Staples	272335
N138TY-S-US	Berkshire Hathaway Inc.	8467070	Financials	207339
G8VM47-S-US	Brookline Bancorp Inc.	11373M10	Financials	296767
TZ6TDB-S-US	Bruker Corp.	11679410	Health Care	261613
L56GQK-S-US	Brooks Automation Inc.	11434010	Information Technology	214546
GV0R0M-S-US	Bio-Reference Laboratories	09057G60	Health Care	257555
H0KJNV-S-US	Brown & Brown Inc.	11523610	Financials	269268
SGMVF6-S-US	Bristow Group Inc.	11039410	Energy	265622
R07SVQ-S-US	Berry Petroleum Co.	8578910	Energy	209422
C1Y5MC-S-US	Bassett Furniture Industri	7020310	Consumer Discretionary	208352
NBHRRH-S-US	BroadSoft Inc.	11133B40	Information Technology	B5M9PG
SDC6PX-S-US	Sierra Bancorp	82620P10	Financials	258631
WJX51T-S-US	Biospecifics Technologies	9093110	Health Care	209883
G7VKY3-S-US	Boston Scientific Corp.	10113710	Health Care	211343
V1G0C8-S-US	Blyth Inc.	09643P20	Consumer Discretionary	210398
P7LW50-S-US	Peabody Energy Corp.	70454910	Energy	275345
N27VPB-S-US	BioTime Inc.	09066L10	Health Care	209222
X9Q7RH-S-US	First Busey Corp.	31938310	Financials	248847
T8C9BM-S-US	Bazaarvoice Inc.	7327110	Information Technology	B7711M
D4ZW23-S-US	BorgWarner Inc.	9972410	Consumer Discretionary	211195
G1CD79-S-US	The Babcock & Wilcox Co.	05615F10	Industrials	B432VZ
H0KGJS-S-US	Baldwin & Lyons Inc.	5775520	Financials	207287
HSKJN2-S-US	Buffalo Wild Wings Inc.	11984810	Consumer Discretionary	217030
KN9D9T-S-US	Brown Shoe Co. Inc.	11573610	Consumer Discretionary	214692
JKGCLB-S-US	BlueLinx Holdings Inc.	09624H10	Industrials	B02TSB
HWYFQJ-S-US	Boston Properties Inc.	10112110	Financials	201947
Q1LLR2-S-US	BancorpSouth Inc.	5969210	Financials	207411
RFV7N7-S-US	Boyd Gaming Corp.	10330410	Consumer Discretionary	211723
P6MG4G-S-US	Bally Technologies Inc.	05874B10	Consumer Discretionary	238081
V63XR8-S-US	Boise Inc.	09746Y10	Materials	B1Z7FH
J5XTNS-S-US	Beazer Homes USA Inc.	07556Q88	Consumer Discretionary	B8KHZT
T6BMPP-S-US	Citigroup Inc.	17296742	Financials	229790
JFV7R3-S-US	CA Inc.	12673P10	Information Technology	221483
TKRCBN-S-US	Cabela's Inc.	12680430	Consumer Discretionary	B00N2Z
WW3RWY-S-US	Camden National Corp. (Mai	13303410	Financials	211665
G8WQ78-S-US	Cascade Bancorp	14715420	Financials	218423
C5BPWD-S-US	Credit Acceptance Corp.	22531010	Financials	223205
F97122-S-US	CACI International Inc.	12719030	Information Technology	215926
SHQB8M-S-US	Cadence Pharmaceuticals In	12738T10	Health Care	B1GBTZ
DNXYCS-S-US	ConAgra Foods Inc.	20588710	Consumer Staples	221546
T0PLWF-S-US	Cardinal Health Inc.	14149Y10	Health Care	217567
PY5SYS-S-US	Cheesecake Factory Inc.	16307210	Consumer Discretionary	219239
THFY3M-S-US	Callidus Software Inc.	1.31E+54	Information Technology	216383
SX94RG-S-US	MagicJack VocalTec Ltd.	M6787E10	Telecommunication Serv	B0S5WZ
SY8XFB-S-US	Cal-Maine Foods Inc.	12803020	Consumer Staples	215878
PHRMBB-S-US	Calix Inc.	13100M50	Information Technology	B3S4L6
HHB297-S-US	Cameron International Corp	13342B10	Energy	222223
LQ7BGY-S-US	CalAmp Corp.	12812610	Information Technology	216470
X5DP04-S-US	CAI International Inc.	12477X10	Industrials	B1VZ4J
D9KY0F-S-US	Avis Budget Group Inc.	5377410	Industrials	B1CL8J
T6Z3VZ-S-US	Carbonite Inc.	14133710	Information Technology	B53C33
DG752S-S-US	A.M. Castle & Co.	14841110	Materials	217965
QR8LCQ-S-US	Cass Information Systems I	14808P10	Information Technology	208655
SP9JM5-S-US	Casey's General Stores Inc	14752810	Consumer Staples	217941
S48T3X-S-US	Caterpillar Inc.	14912310	Industrials	218020
GB31F9-S-US	Cardtronics Inc.	14161H10	Financials	B00K2K
NNL1BK-S-US	The Cato Corp.	14920510	Consumer Discretionary	218043
QWPS0G-S-US	Cathay General Bancorp	14915010	Financials	226423
RNR9Y4-S-US	Cavium Inc.	14964U10	Information Technology	B3TWGL
F4V0NF-S-US	The Chubb Corp.	17123210	Financials	219572
RLDYY7-S-US	Cincinnati Bell Inc.	17187110	Telecommunication Serv	219687
MLL4FL-S-US	Cbeyond Inc.	14984710	Telecommunication Serv	B0GWDQ
K3D3DT-S-US	Capital Bank Financial Cor	13979410	Financials	B8HFV2
K3B0CT-S-US	CBRE Group Inc.	12504L10	Financials	B6WVMH
STV928-S-US	Chicago Bridge & Iron Co.	16725010	Industrials	220053
VKCW8R-S-US	CBL & Associates Propertie	12483010	Financials	216747
D78GQC-S-US	Cambrex Corp.	13201110	Health Care	216581
QBSCWB-S-US	Cape Bancorp Inc.	13920910	Financials	B2PFJP
X5H2LD-S-US	CBOE Holdings Inc.	12503M10	Financials	B5834C
MPXHKL-S-US	CIBER Inc.	17163B10	Information Technology	220024
V3RMZH-S-US	Cracker Barrel Old Country	22410J10	Consumer Discretionary	223109
QCW7G3-S-US	CBS Corp.	12485720	Consumer Discretionary	B0SRLH
LY70R9-S-US	Commerce Bancshares Inc. (	20052510	Financials	221320
XP1YJK-S-US	Cubist Pharmaceuticals Inc	22967810	Health Care	224093
M2RJR5-S-US	Cabot Corp.	12705510	Materials	216250
HLX1ZD-S-US	Community Bank System Inc.	20360710	Financials	222206
JS76T8-S-US	CBIZ Inc.	12480510	Industrials	273078
SQM89D-S-US	Capital City Bank Group In	13967410	Financials	218675
FYNLDN-S-US	Calgon Carbon Corp.	12960310	Materials	216436
HZ6Y5P-S-US	Coca-Cola Enterprises Inc.	19122T10	Consumer Staples	B42BPG
B3LCDJ-S-US	Chase Corp.	16150R10	Materials	221228
WFRKY7-S-US	Campus Crest Communities I	13466Y10	Financials	B4BQQ4
LY1BXZ-S-US	Crown Castle International	22822710	Telecommunication Serv	228599
JDXXQJ-S-US	Coleman Cable Inc.	19345930	Industrials	B1TDPZ
GC85B6-S-US	Crown Holdings Inc.	22836810	Materials	242798
QBS6K5-S-US	Carnival Corp.	14365830	Consumer Discretionary	252304
KGNR6X-S-US	Cabot Microelectronics Cor	12709P10	Information Technology	257238
F9BJRC-S-US	CNB Financial Corp. (Penns	12612810	Financials	261970
PY7TTP-S-US	Clear Channel Outdoor Hold	18451C10	Consumer Discretionary	B0P01M
C37X9L-S-US	Cogent Communications Grou	19239V30	Telecommunication Serv	B06RWD
V19R78-S-US	Cross Country Healthcare I	22748310	Health Care	280905
GN7H4D-S-US	Catamaran Corp.		Health Care	B3N9ZT
D47KN8-S-US	OFS Capital Corp.	67103B10	Undefined	B7L7HC
S6DNVV-S-US	ChemoCentryx Inc.	16383L10	Health Care	B6ZL96
V1G6RG-S-US	Coeur Mining Inc.	19210850	Materials	220813
KZKPCJ-S-US	CDI Corp.	12507110	Industrials	218112
KZJPGL-S-US	Cadence Design Systems Inc	12738710	Information Technology	230223
WQQGZ1-S-US	Cedar Realty Trust Inc.	15060220	Financials	203324
JJ71MH-S-US	Codexis Inc.	19200510	Health Care	B5LL2C
PY4JJL-S-US	Cadiz Inc.	12753720	Utilities	223866
PJQNHD-S-US	Celanese Corp.	15087010	Materials	B05MZT
GFF774-S-US	The Corporate Executive Bo	21988R10	Industrials	239238
BDJRFV-S-US	CEC Entertainment Inc.	12513710	Consumer Discretionary	280571
DQ27PX-S-US	CECO Environmental Corp.	12514110	Industrials	201197
SHNQ63-S-US	Career Education Corp.	14166510	Consumer Discretionary	214364
XHD8GP-S-US	Celgene Corp.	15102010	Health Care	218234
N0TNHZ-S-US	Cempra Inc.	15130J10	Health Care	B73B6X
FJ79FZ-S-US	Central Garden & Pet Co.	15352720	Consumer Staples	B1P36Y
D0MDPZ-S-US	Century Aluminum Co.	15643110	Materials	218625
P8KVG8-S-US	Ceres Inc.	15677310	Energy	B7370B
K7T7YH-S-US	Cerner Corp.	15678210	Health Care	218528
NL58RD-S-US	Cerus Corp.	15708510	Health Care	222247
LC1YVW-S-US	Central European Media Ent	G2004520	Consumer Discretionary	252984
PRM3LQ-S-US	CEVA Inc.	15721010	Information Technology	298693
D52CVG-S-US	CF Industries Holdings Inc	12526910	Materials	B0G4K5
D2W2LC-S-US	C&F Financial Corp.	12466Q10	Financials	249451
QS84ND-S-US	Capitol Federal Financial	14057J10	Financials	B3KWJV
DVPXQR-S-US	Culp Inc.	23021510	Consumer Discretionary	223979
SRTPTN-S-US	CareFusion Corp.	14170T10	Health Care	B3N2D3
GW0BCB-S-US	California First National	13022210	Financials	203143
M3RCK3-S-US	Cardinal Financial Corp.	14149F10	Financials	227755
BFS7VZ-S-US	Cullen/Frost Bankers Inc.	22989910	Financials	223955
WZNQR8-S-US	Colfax Corp.	19401410	Industrials	B2RB4W
KTZLC5-S-US	Celadon Group Inc.	15083810	Industrials	218419
STWC38-S-US	Cognex Corp.	19242210	Information Technology	220828
QWNV7L-S-US	Consolidated Graphics Inc.	20934110	Industrials	222277
RK8Z6D-S-US	City Holding Co.	17783510	Financials	216177
QVJHVF-S-US	Church & Dwight Co. Inc.	17134010	Consumer Staples	219584
WN8QGY-S-US	Churchill Downs Inc.	17148410	Consumer Discretionary	219410
X7FM16-S-US	Chindex International Inc.	16946710	Health Care	239730
NL9CK7-S-US	Chemed Corp.	16359R10	Health Care	219008
K8FKSM-S-US	The Chefs' Warehouse Inc.	16308610	Consumer Staples	B63RTD
P36J31-S-US	Chemical Financial Corp.	16373110	Financials	219027
DBT83D-S-US	Charter Financial Corp. (G	16122W10	Financials	B8T1SQ
VNNDY1-S-US	Choice Hotels Internationa	16990510	Consumer Discretionary	210678
R6XL7S-S-US	Chesapeake Energy Corp.	16516710	Energy	218277
N18SB3-S-US	Cherokee Inc.	16444H10	Consumer Discretionary	218692
CCJ2X0-S-US	Chemtura Corp.	16389320	Materials	B5KT5L
NK4J5L-S-US	C.H. Robinson Worldwide In	12541W20	Industrials	211622
WM44MK-S-US	Chico's FAS Inc.	16861510	Consumer Discretionary	219678
WZLT2G-S-US	Chesapeake Lodging Trust	16524010	Financials	B4TC8L
MTDQ28-S-US	Charter Communications Inc	16117M30	Consumer Discretionary	B4XT1S
NPD5D8-S-US	Chuy's Holdings Inc.	17160410	Consumer Discretionary	B88WMY
XHJHJN-S-US	Cigna Corp.	12550910	Health Care	219647
NGRRHC-S-US	Citizens Inc.	17474010	Financials	219947
S0ZG0Z-S-US	Cobalt International Energ	19075F10	Energy	B4XH00
HF2HLY-S-US	Ciena Corp.	17177930	Information Technology	B1FLZ2
DD0XYR-S-US	CIFC Corp.	12547R10	Financials	B5STZB
SHRWC6-S-US	Chimera Investment Corp.	16934Q10	Financials	B295NH
WJVTHK-S-US	Cincinnati Financial Corp.	17206210	Financials	219688
D9QGNP-S-US	CIRCOR International Inc.	17273K10	Industrials	249638
CZFD7C-S-US	CIT Group Inc.	12558180	Financials	B4Z73G
DVQ8D2-S-US	CompX International Inc.	20563P10	Industrials	220190
RX2RQL-S-US	C&J Energy Services Inc.	12467B30	Energy	B4Z7Z5
HCYP68-S-US	Carmike Cinemas Inc.	14343640	Consumer Discretionary	284546
HZ83DS-S-US	SEACOR Holdings Inc.	81190410	Energy	279783
CKTXCS-S-US	Checkpoint Systems Inc.	16282510	Information Technology	218972
LX1RL8-S-US	Colgate-Palmolive Co.	19416210	Consumer Staples	220910
LBX6TF-S-US	CLARCOR Inc.	17989510	Industrials	220126
CTS62X-S-US	Collectors Universe Inc.	19421R20	Consumer Discretionary	216548
V734HR-S-US	Cloud Peak Energy Inc.	18911Q10	Energy	B57LN8
QCWPFN-S-US	Chatham Lodging Trust	16208T10	Financials	B5LYMC
FZYC7Z-S-US	Celldex Therapeutics Inc.	15117B10	Health Care	286844
VKDB45-S-US	Cliffs Natural Resources I	18683K10	Materials	220270
Q9ND4H-S-US	CoreLogic Inc.	21871D10	Information Technology	B5541Y
C5GRM6-S-US	Clean Harbors Inc.	18449610	Industrials	220247
KDD2FL-S-US	Mack-Cali Realty Corp.	55448910	Financials	219231
MQ3BQ2-S-US	Calamos Asset Management I	12811R10	Financials	B02J6B
CX8W7T-S-US	Clean Energy Fuels Corp.	18449910	Energy	B1Y1PC
DF643V-S-US	Colony Financial Inc.	19624R10	Financials	B4K007
QG63JK-S-US	Colonial Properties Trust	19587210	Financials	220911
BMJYPP-S-US	Continental Resources Inc.	21201510	Energy	B1XGWS
D2TZHB-S-US	Town Sports International	89214A10	Consumer Discretionary	B0H9BD
NB0GL4-S-US	Clovis Oncology Inc.	18946410	Health Care	B6RS2B
D54QFS-S-US	Clearwater Paper Corp.	18538R10	Materials	B3K9Z3
W5LPMX-S-US	Clearwire Corp.	18538Q10	Telecommunication Serv	B1SVWL
MLMRJ3-S-US	The Clorox Co.	18905410	Consumer Staples	220402
S8TKL0-S-US	Comerica Inc.	20034010	Financials	221287
G9ZP04-S-US	Commercial Metals Co.	20172310	Materials	221326
HXZN4R-S-US	Columbus McKinnon Corp.	19933310	Industrials	221107
M647FF-S-US	Comcast Corp.	20030N10	Consumer Discretionary	204454
D9K19L-S-US	CME Group Inc.	12572Q10	Financials	296583
SW780L-S-US	Chipotle Mexican Grill Inc	16965610	Consumer Discretionary	B0X7DZ
TG4SJY-S-US	Cummins Inc.	23102110	Industrials	224020
M78P0P-S-US	Cumulus Media Inc.	23108210	Consumer Discretionary	225973
KQRB42-S-US	Cantel Medical Corp.	13809810	Health Care	218815
CTXPP4-S-US	Capstead Mortgage Corp.	1.41E+54	Financials	277198
FK9HS4-S-US	Compass Minerals Internati	20451N10	Materials	220276
TNYNQV-S-US	CMS Energy Corp.	12589610	Utilities	221922
JVCBYB-S-US	Comtech Telecommunications	20582620	Information Technology	221534
KQQFF7-S-US	CNA Financial Corp.	12611710	Financials	220486
PQCSHR-S-US	Center Bancorp Inc. (New J	15140810	Financials	249448
G26GZS-S-US	Century Bancorp Inc. (Mass	15643210	Financials	218556
R3JBJ0-S-US	Centene Corp.	15135B10	Health Care	280706
LXW513-S-US	Coronado Biosciences Inc.	21976U10	Health Care	B6YRT7
T56WF2-S-US	CNH Industrial NV	N2093520	Industrials	BDX85Z
GZNG3H-S-US	Cinemark Holdings Inc.	17243V10	Consumer Discretionary	B1W7RQ
RCLQ0Z-S-US	Cleco Corp.	12561W10	Utilities	218244
W7YZDP-S-US	CONMED Corp.	20741010	Health Care	221601
V3LWY1-S-US	CNO Financial Group Inc.	1.26E+14	Financials	265775
VZHCL8-S-US	ConnectOne Bancorp Inc.	20786U10	Financials	B9699W
PW1X8Y-S-US	CenterPoint Energy Inc.	15189T10	Utilities	244063
TF5WHW-S-US	Concur Technologies Inc.	20670810	Information Technology	232509
JDWYWM-S-US	Cohen & Steers Inc. (New Y	19247A10	Financials	B02H88
BFMRFX-S-US	Comverse Inc.	20585P10	Information Technology	B8LS5J
QVM2RV-S-US	Consolidated Communication	20903410	Telecommunication Serv	B07LSQ
WPK8Y2-S-US	Con-Way Inc.	20594410	Health Care	221722
JQXLB4-S-US	CONSOL Energy Inc.	20854P10	Energy	241375
HD1PZ3-S-US	CommunityOne Bancorp	20416Q10	Financials	BBXBWH
SSRGKJ-S-US	CoBiz Financial Inc.	19089710	Financials	225775
KCCKB0-S-US	Corinthian Colleges Inc.	21886810	Consumer Discretionary	238602
LFFQK3-S-US	Spansion Inc.	84649R20	Information Technology	B4M6PQ
LFBF80-S-US	Capital One Financial Corp	14040H10	Financials	265446
X8RFXJ-S-US	Cabot Oil & Gas Corp.	12709710	Energy	216234
MYWCD8-S-US	Coach Inc.	18975410	Consumer Discretionary	264601
L1T1NM-S-US	Coherent Inc.	19247910	Information Technology	220837
QTJP1H-S-US	Cohu Inc.	19257610	Information Technology	220842
DXZKG1-S-US	Coca-Cola Bottling Co. Con	19109810	Consumer Staples	220672
H7DHYS-S-US	Rockwell Collins Inc.	77434110	Industrials	276722
CW1SM2-S-US	Columbia Banking System In	19723610	Financials	217660
FT89GR-S-US	Columbia Sportswear Co.	19851610	Consumer Discretionary	222912
G62QBN-S-US	CyrusOne Inc.	23283R10	Financials	B7YRLH
CPDD2G-S-US	Conn's Inc.	20824210	Consumer Discretionary	292579
P45KD7-S-US	The Cooper Cos. Inc.	21664840	Health Care	222263
L6CX6R-S-US	ConocoPhillips	20825C10	Energy	268571
DP5SB4-S-US	CoreSite Realty Corp.	21870Q10	Financials	B3T3VV
T68FHM-S-US	Core-Mark Holding Co. Inc.	21868110	Consumer Discretionary	B0637B
RXGZ01-S-US	Corcept Therapeutics Inc.	21835210	Health Care	B00SCY
X0MHD2-S-US	Costco Wholesale Corp.	22160K10	Consumer Staples	270127
FK820S-S-US	Covidien Plc	G2554F11	Health Care	B68SQD
TF3005-S-US	Cowen Group Inc.	22362210	Financials	B59SWL
H7M2GY-S-US	Copa Holdings SA	P3107610	Industrials	B0TNJH
BCD5LG-S-US	Campbell Soup Co.	13442910	Consumer Staples	216284
C36S4J-S-US	Callon Petroleum Co.	13123X10	Energy	218607
CP8LVX-S-US	Central Pacific Financial	15476040	Financials	223094
B98JCV-S-US	Cepheid	15670R10	Health Care	258914
PM6CTD-S-US	Cumberland Pharmaceuticals	23077010	Health Care	B23WLP
TXYD6B-S-US	Chesapeake Utilities Corp.	16530310	Utilities	219075
THCNSH-S-US	Capella Education Co.	13959410	Consumer Discretionary	B0GWDP
NRTCTV-S-US	Calpine Corp.	13134730	Utilities	B2NKK2
P455NW-S-US	Copart Inc.	21720410	Industrials	220807
MVGS05-S-US	Computer Programs & System	20530610	Health Care	287212
FBBDMB-S-US	Capstone Turbine Corp.	14067D10	Industrials	260624
DH80VP-S-US	Camden Property Trust	13313110	Financials	216632
N920DH-S-US	Compuware Corp.	20563810	Information Technology	222088
XQBP9V-S-US	Chiquita Brands Internatio	17003280	Consumer Staples	285546
X415Z8-S-US	Crane Co.	22439910	Industrials	223189
PSR5GM-S-US	CRA International Inc.	12618T10	Industrials	224062
S24LVS-S-US	Cray Inc.	22522330	Information Technology	B16NWY
HJG333-S-US	Crawford & Co.	22463310	Financials	223207
P35SQC-S-US	Cree Inc.	22544710	Information Technology	223235
TNZG7L-S-US	Carter's Inc.	14622910	Consumer Discretionary	298093
CRP87Z-S-US	Curis Inc.	23126910	Health Care	261541
HSFM5D-S-US	Comstock Resources Inc.	20576820	Energy	221357
V19WHD-S-US	Charles River Laboratories	15986410	Health Care	260433
DVRKW9-S-US	Salesforce.Com Inc.	79466L30	Information Technology	231052
LVXRVF-S-US	America's Car-Mart Inc.	03062T10	Consumer Discretionary	281396
QRCTJR-S-US	Crocs Inc.	22704610	Consumer Discretionary	B0T7Z6
CN8FDN-S-US	CARBO Ceramics Inc.	14078110	Energy	223882
T8HSSQ-S-US	Courier Corp.	22266010	Industrials	222974
WZMSV8-S-US	Carpenter Technology Corp.	14428510	Materials	217750
BV8ZBV-S-US	Cornerstone Therapeutics I	21924P10	Health Care	B00PWL
R3HCP3-S-US	Cirrus Logic Inc.	17275510	Information Technology	219730
F049RP-S-US	CorVel Corp.	22100610	Health Care	234727
XBZNYH-S-US	Crown Media Holdings Inc.	22841110	Consumer Discretionary	257758
TF1VV3-S-US	CryoLife Inc.	22890310	Health Care	223901
NZSVKW-S-US	Carrizo Oil & Gas Inc.	14457710	Energy	209280
PGDL0R-S-US	Clifton Savings Bancorp In	18712Q10	Financials	221622
CP765L-S-US	Computer Sciences Corp.	20536310	Information Technology	221520
K14DFC-S-US	Cisco Systems Inc.	17275R10	Information Technology	219816
CF9KQ2-S-US	CapitalSource Inc.	14055X10	Financials	293024
JMK796-S-US	CenterState Banks Inc.	15201P10	Financials	269865
NZRXT0-S-US	CoStar Group Inc.	22160N10	Industrials	226286
MH3BVF-S-US	CSG Systems International	12634910	Information Technology	221088
L1SYGJ-S-US	Cash America International	14754D10	Financials	217942
K5NJPW-S-US	Cardiovascular Systems Inc	14161910	Health Care	B17HG5
WB2MM9-S-US	Carlisle Cos. Inc.	14233910	Industrials	217631
WVBS8K-S-US	Cornerstone OnDemand Inc.	21925Y10	Information Technology	B40471
PD9DQL-S-US	CSS Industries Inc.	12590610	Consumer Discretionary	216069
GHGWNX-S-US	CST Brands Inc.	12646R10	Consumer Discretionary	B9GD0X
D8DC83-S-US	Capital Senior Living Corp	14047510	Health Care	212177
VDV2RM-S-US	Carriage Services Inc.	14390510	Consumer Discretionary	217778
M50F0R-S-US	Capital Southwest Corp.	14050110	Financials	217458
NFMH78-S-US	CSX Corp.	12640810	Industrials	216075
TKPJVY-S-US	Cintas Corp.	17290810	Industrials	219713
NZNPMZ-S-US	Cooper Tire & Rubber Co.	21683110	Consumer Discretionary	222260
N03WWF-S-US	Community Trust Bancorp In	20414910	Financials	270647
VYZ8W4-S-US	Constant Contact Inc.	21031310	Information Technology	B2871D
CLYW1L-S-US	Computer Task Group Inc.	20547710	Information Technology	221511
DKNL1N-S-US	CenturyLink Inc.	15670010	Telecommunication Serv	218504
CM07NW-S-US	Consolidated Tomoka Land C	21022610	Financials	221870
QQ6MHS-S-US	Citi Trends Inc.	17306X10	Consumer Discretionary	B06FLD
Q0G8BX-S-US	CTS Corp.	12650110	Information Technology	223924
RLF8JJ-S-US	Cognizant Technology Solut	19244610	Information Technology	225701
MH2MGR-S-US	Connecticut Water Service	20779710	Utilities	221625
JBFJ2W-S-US	Citrix Systems Inc.	17737610	Information Technology	218255
XKNB2F-S-US	Cubic Corp.	22966910	Industrials	223926
QHD9GG-S-US	CubeSmart	22966310	Financials	B6SW91
FGVTF3-S-US	Cousins Properties Inc.	22279510	Financials	222992
S6P83S-S-US	Covanta Holding Corp.	2.23E+14	Industrials	225577
T2Z4DM-S-US	CVB Financial Corp.	12660010	Financials	216064
JCPY8W-S-US	Cablevision Systems Corp.	12686C10	Consumer Discretionary	216224
L1TC7X-S-US	Cavco Industries Inc.	14956810	Consumer Discretionary	278702
B5VZ1S-S-US	Covance Inc.	22281610	Health Care	222902
H9SNCC-S-US	Convergys Corp.	21248510	Information Technology	228476
VMP45M-S-US	Commercial Vehicle Group I	20260810	Industrials	B02GMS
RK7LL3-S-US	Calavo Growers Inc.	12824610	Consumer Staples	285920
DYZ4XW-S-US	CVR Energy Inc.	12662P10	Energy	B23PS1
RH1ZMN-S-US	CommVault Systems Inc.	20416610	Information Technology	B142B3
L57758-S-US	Cenveo Inc.	15670S10	Industrials	256727
JDWM79-S-US	CVS Caremark Corp.	12665010	Consumer Staples	257760
TVP6BG-S-US	CPI Aerostructures Inc.	12591930	Industrials	243131
MBKTVK-S-US	Chevron Corp.	16676410	Energy	283855
GM2HHM-S-US	Curtiss-Wright Corp.	23156110	Industrials	224120
HSFP9G-S-US	Consolidated Water Co. Ltd	G2377310	Utilities	209909
C4BNP8-S-US	Clayton Williams Energy In	96949010	Energy	220243
T67MZW-S-US	CommonWealth REIT	20323310	Financials	241774
